ISO_N3_EH,SOVEREIGNT,num,totalanimaldens_15,totalanimaldens_20,totalanimalvol_20,totalcalories_20,totalfats_20,totalprt_20,animal
376,Israel,77,165344.13287341595,90821.99999999991,25230.351599999995,17408942603.999996,1034444415.5999997,908292657.5999998,goatmilk
422,Lebanon,78,495642.80673217773,291462.00000000006,29146.199999999986,20110877999.999992,1194994199.9999995,1049263199.9999996,goatmilk
450,Madagascar,79,0,0,0,0,0,0,goatmilk
275,Israel,80,198462.6567993164,174475.99999999994,21861.8428,15084671532,896335554.8,787026340.8000001,goatmilk
270,Gambia,81,0,0,0,0,0,0,goatmilk
788,Tunisia,82,1226245.319623828,413547.0000000003,11579.315999999988,7989728039.999991,474751955.99999946,416855375.9999996,goatmilk
012,Algeria,83,5035715.203755751,2838636.000000002,332688.1392000005,229554816048.00034,13640213707.200018,11976773011.200018,goatmilk
400,Jordan,84,844606.110202074,527108.9999999995,9277.118400000007,6401211696.000004,380361854.4000002,333976262.4000002,goatmilk
784,United Arab Emirates,85,2132928.9176523685,890000.0000000002,81613.00000000006,56312970000.00004,3346133000.0000024,2938068000.0000024,goatmilk
634,Qatar,86,296155.7871570587,142579.00000000006,10721.940799999998,7398139151.999999,439599572.7999999,385989868.79999995,goatmilk
414,Kuwait,87,142707.29754686356,34853,6033.0543,4162807467,247355226.29999998,217189954.8,goatmilk
368,Iraq,88,1240638.5460997298,712599.0000000006,22019.309099999966,15193323278.999977,902791673.0999986,792695127.5999988,goatmilk
512,Oman,89,2173674.575922966,1467541.0000000014,113294.16519999994,78172973987.99997,4645060773.199998,4078589947.1999984,goatmilk
548,Vanuatu,90,0,0,0,0,0,0,goatmilk
116,Cambodia,91,0,0,0,0,0,0,goatmilk
764,Thailand,92,0,0,0,0,0,0,goatmilk
418,Laos,93,0,0,0,0,0,0,goatmilk
104,Myanmar,94,6240723.273728918,494268.00000000093,9391.092000000013,6479853480.00001,385034772.00000054,338079312.0000005,goatmilk
704,Vietnam,95,0,0,0,0,0,0,goatmilk
408,North Korea,96,0,0,0,0,0,0,goatmilk
410,South Korea,97,266025.86868071556,65936.99999999999,8584.997400000004,5923648206.000003,351984893.40000015,309059906.40000015,goatmilk
496,Mongolia,98,23475647.559476882,6475180.000000029,150224.17600000027,103654681440.00018,6159191216.0000105,5408070336.00001,goatmilk
356,India,99,142086693.80100417,36320884.000000216,6261720.401599998,4320587077103.9985,256730536465.59988,225421934457.5999,goatmilk
050,Bangladesh,100,53313880.61289978,18797599.999999948,748144.4799999994,516219691199.99963,30673923679.999973,26933201279.99998,goatmilk
064,Bhutan,101,0,0,0,0,0,0,goatmilk
524,Nepal,102,10321548.446437716,2096033.000000002,133726.9053999999,92271564725.99994,5482803121.399996,4814168594.399997,goatmilk
586,Pakistan,103,68720460.26450455,6797999.999999987,965315.9999999998,666068039999.9999,39577955999.99999,34751375999.99999,goatmilk
004,Afghanistan,104,7851374.569452286,2737270.999999993,117976.3801000002,81403702269.00014,4837031584.100007,4247149683.600007,goatmilk
762,Tajikistan,105,1810811.0410833359,212475.99999999983,53692.68519999998,37047952787.999985,2201400093.199999,1932936667.199999,goatmilk
417,Kyrgyzstan,106,840110.2442303859,302891.99999999953,636.0731999999996,438890507.99999976,26079001.19999998,22898635.199999988,goatmilk
795,Turkmenistan,107,0,0,0,0,0,0,goatmilk
364,Iran,108,15762300.91367507,7048012.9999999665,350991.04740000103,242183822706.00073,14390632943.400042,12635677706.400038,goatmilk
760,Syria,109,2274546.014836788,1345722.0000000028,131477.03940000024,90719157186.00017,5390558615.400009,4733173418.400009,goatmilk
051,Armenia,110,51331.085767805576,15828.000000000004,3900.0192,2691013248,159900787.2,140400691.20000002,goatmilk
752,Sweden,111,0,0,0,0,0,0,goatmilk
112,Belarus,112,68787.13072606176,33589.00000000003,13499.419099999968,9314599178.999977,553476183.0999986,485979087.59999883,goatmilk
804,Ukraine,113,585588.2021753192,408299.99999999895,191002.73999999955,131791890599.9997,7831112339.999981,6876098639.999984,goatmilk
616,Poland,114,0,0,0,0,0,0,goatmilk
040,Austria,115,71962.03805923462,59729.9999999999,25367.33099999999,17503458389.999992,1040060570.9999995,913223915.9999996,goatmilk
348,Hungary,116,67856.60662996769,28999.99999999997,3059.5,2111055000,125439499.99999999,110142000,goatmilk
498,Moldova,117,110393.81269836426,111361.00000000001,20000.435599999993,13800300563.999996,820017859.5999997,720015681.5999998,goatmilk
642,Romania,118,1409332.8800628185,1290800.0000000033,240863.27999999982,166195663199.99988,9875394479.99999,8671078079.999994,goatmilk
440,Lithuania,119,12838.401263738051,8899.999999999996,3670.359999999997,2532548399.999998,150484759.99999985,132132959.9999999,goatmilk
428,Latvia,120,11967.741524044424,7919.999999999997,1900.008,1311005520,77900328,68400288,goatmilk
233,Estonia,121,0,0,0,0,0,0,goatmilk
276,Germany,122,0,0,0,0,0,0,goatmilk
100,Bulgaria,123,313927.8695356846,216270.0000000003,31272.642000000018,21578122980.00001,1282178322.0000007,1125815112.0000007,goatmilk
300,Greece,124,3533235.774154663,2330100,361398.51000000053,249364971900.00037,14817338910.000021,13010346360.00002,goatmilk
792,Turkey,125,10177045.116461791,5325235.000000005,589503.5145000019,406757425005.00134,24169644094.500076,21222126522.00007,goatmilk
008,Albania,126,921625.1677446365,638228.0000000002,82586.70320000005,56984825208.00003,3386054831.2000017,2973121315.2000017,goatmilk
191,Croatia,127,64258.555248975754,66000,9002.399999999992,6211655999.999995,369098399.99999964,324086399.99999976,goatmilk
756,Switzerland,128,77686.30034995079,36137.00000000003,22798.83330000001,15731194977.000006,934752165.3000003,820757998.8000003,goatmilk
442,Luxembourg,129,0,0,0,0,0,0,goatmilk
056,Belgium,130,0,0,0,0,0,0,goatmilk
